time,step,ballSeen,ballAngle,ballDist,uz,irL,irR,gripIR,camYaw,gas,steering,hasBall,holdTicks,isRetrying,displacementX,displacementZ,heading,speed
4.620,232,0,0.2456,1.0000,0.1672,0,0,0,12.4857,0.5797,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.640,233,0,0.2456,1.0000,0.1672,0,0,0,13.2035,0.5797,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.660,234,0,0.2456,1.0000,0.1672,0,0,0,13.9212,0.5797,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.680,235,0,0.2456,1.0000,0.1672,0,0,0,14.6389,0.5797,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.700,236,0,0.3253,1.0000,0.1672,0,0,0,14.5297,0.6430,0.9411,0,0,0,0.0003,0.0001,0.0003,0.0000
4.720,237,0,0.3253,1.0000,0.1672,0,0,0,14.4205,0.6430,0.9411,0,0,0,0.0003,0.0001,0.0003,0.0000
4.740,238,0,0.3253,1.0000,0.1672,0,0,0,14.3113,0.6430,0.9411,0,0,0,0.0003,0.0001,0.0003,0.0000
4.760,239,0,0.3253,1.0000,0.1672,0,0,0,14.2021,0.6430,0.9411,0,0,0,0.0003,0.0001,0.0003,0.0000
4.780,240,0,0.3253,1.0000,0.1672,0,0,0,14.0929,0.6430,0.9411,0,0,0,0.0003,0.0001,0.0003,0.0000
4.800,241,0,0.3132,1.0000,0.1672,0,0,0,14.7785,0.7027,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.820,242,0,0.3132,1.0000,0.1672,0,0,0,15.4642,0.7027,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.840,243,0,0.3132,1.0000,0.1672,0,0,0,16.1498,0.7027,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.860,244,0,0.3132,1.0000,0.1672,0,0,0,16.8354,0.7027,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.880,245,0,0.3132,1.0000,0.1672,0,0,0,17.5211,0.7027,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.900,246,0,0.3894,1.0000,0.1672,0,0,0,17.5559,0.6040,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.920,247,0,0.3894,1.0000,0.1672,0,0,0,17.5907,0.6040,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.940,248,0,0.3894,1.0000,0.1672,0,0,0,17.6255,0.6040,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.960,249,0,0.3894,1.0000,0.1672,0,0,0,17.6603,0.6040,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
4.980,250,0,0.3894,1.0000,0.1672,0,0,0,17.6951,0.6040,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.000,251,0,0.3932,1.0000,0.1672,0,0,0,17.7593,0.5879,0.8937,0,0,0,0.0003,0.0001,0.0003,0.0000
5.020,252,0,0.3932,1.0000,0.1672,0,0,0,17.8234,0.5879,0.8937,0,0,0,0.0003,0.0001,0.0003,0.0000
5.040,253,0,0.3932,1.0000,0.1672,0,0,0,17.8875,0.5879,0.8937,0,0,0,0.0003,0.0001,0.0003,0.0000
5.060,254,0,0.3932,1.0000,0.1672,0,0,0,17.9517,0.5879,0.8937,0,0,0,0.0003,0.0001,0.0003,0.0000
5.080,255,0,0.3932,1.0000,0.1672,0,0,0,18.0158,0.5879,0.8937,0,0,0,0.0003,0.0001,0.0003,0.0000
5.100,256,0,0.4004,1.0000,0.3060,0,0,0,18.4086,1.0000,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.120,257,0,0.4004,1.0000,0.3060,0,0,0,18.8014,1.0000,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.140,258,0,0.4004,1.0000,0.3060,0,0,0,19.1942,1.0000,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.160,259,0,0.4004,1.0000,0.3060,0,0,0,19.5870,1.0000,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.180,260,0,0.4004,1.0000,0.3060,0,0,0,19.9797,1.0000,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.200,261,0,0.4440,1.0000,0.3060,0,0,0,19.9118,0.8663,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.220,262,0,0.4440,1.0000,0.3060,0,0,0,19.8438,0.8663,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.240,263,0,0.4440,1.0000,0.3060,0,0,0,19.7758,0.8663,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.260,264,0,0.4440,1.0000,0.3045,0,0,0,19.7078,0.8663,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.280,265,0,0.4440,1.0000,0.3040,0,0,0,19.6398,0.8663,1.0000,0,0,0,0.0003,0.0001,0.0003,0.0000
5.300,266,0,0.4364,1.0000,0.3040,0,0,0,19.9351,0.2695,0.5560,0,0,0,0.0003,0.0001,0.0003,0.0000
5.320,267,0,0.4364,1.0000,0.3040,0,0,0,20.2304,0.2695,0.5560,0,0,0,0.0003,0.0001,0.0003,0.0000
5.340,268,0,0.4364,1.0000,0.3040,0,0,0,20.5257,0.2695,0.5560,0,0,0,0.0003,0.0001,0.0003,0.0000
5.360,269,0,0.4364,1.0000,0.3040,0,0,0,20.8210,0.2695,0.5560,0,0,0,0.0003,0.0001,0.0003,0.0000
5.380,270,0,0.4364,1.0000,0.3040,0,0,0,21.1163,0.2695,0.5560,0,0,0,0.0003,0.0001,0.0003,0.0000
5.400,271,0,0.4693,1.0000,0.3040,0,0,0,21.2638,1.0000,0.9945,0,0,0,0.0003,0.0001,0.0003,0.0000
5.420,272,0,0.4693,1.0000,0.3040,0,0,0,21.4113,1.0000,0.9945,0,0,0,0.0003,0.0001,0.0003,0.0000
5.440,273,0,0.4693,1.0000,0.3040,0,0,0,21.5588,1.0000,0.9945,0,0,0,0.0003,0.0001,0.0003,0.0000
5.460,274,0,0.4693,1.0000,0.3040,0,0,0,21.7062,1.0000,0.9945,0,0,0,0.0003,0.0001,0.0003,0.0000
5.480,275,0,0.4693,1.0000,0.3040,0,0,0,21.8537,1.0000,0.9945,0,0,0,0.0003,0.0001,0.0003,0.0000
5.500,276,0,0.4856,1.0000,0.3040,0,0,0,22.3095,0.8416,0.9013,0,0,0,0.0003,0.0001,0.0003,0.0000
